trade_date,nav,actual_exposure,executed_target,traded_notional,fee,turnover,daily_return,drawdown,nav_rebased,drawdown_rebased,index_id,index_name,strategy
2018-01-12,1.3191163036657125,0.8493047556796032,0.85,0.0010691991958080571,5.345995979040286e-07,0.0008068003529287484,-0.005637571202812719,-0.31550313168583854,1.0025727551800214,-0.007147589993916514,CSI1000,中证1000,Risk Score
2018-01-15,1.2942009529806164,0.644392341465281,0.65,0.2615740038968639,0.00013078700194843197,0.19886868585258832,-0.018887910501794614,-0.3284318472733152,0.9836362507086436,-0.025900497455602522,CSI1000,中证1000,Risk Score
2018-01-16,1.2980228620440153,0.651460298744541,0.65,0.0078113643211012995,3.9056821605506496e-06,0.006043055633408266,0.0029531032677705404,-0.32644863716696737,0.9865410301349089,-0.023023881031504878,CSI1000,中证1000,Risk Score
2018-01-17,1.2958576679572422,0.6501360023079166,0.65,0.0009619245541614418,4.80962277080721e-07,0.0007425950280985592,-0.001668070840727287,-0.32757216855504123,0.9848954098093597,-0.024653546407643168,CSI1000,中证1000,Risk Score
2018-01-18,1.297360128832198,0.6508889627472405,0.65,0.00045097839528129846,2.2548919764064923e-07,0.00034849731694423515,0.001159433564431822,-0.3267925331576059,0.9860373306049475,-0.02352269699239873,CSI1000,中证1000,Risk Score
2018-01-19,1.2953076102169692,0.6495080141861787,0.65,0.0010727326440402862,5.363663220201432e-07,0.000827004778278229,-0.0015820731419243783,-0.32785759660984026,0.9844773474272626,-0.025067555507185868,CSI1000,中证1000,Risk Score
2018-01-22,1.3045640419839653,0.6527932995172047,0.65,0.0010410394392298405,5.205197196149203e-07,0.0008044169750141295,0.00714612628999034,-0.3230543821103564,0.9915125468816125,-0.018100565134631208,CSI1000,中证1000,Risk Score
2018-01-23,1.3052159221685646,0.6503576731814246,0.65,0.003407058971404031,1.7035294857020156e-06,0.002613001800946138,0.0004996919764919117,-0.3227161178165756,0.9920079977458804,-0.017609917865306857,CSI1000,中证1000,Risk Score
2018-01-24,1.3115560776998858,0.6520632152187653,0.65,2.0117233867078532e-05,1.0058616933539267e-08,1.5429401819653134e-05,0.0048575530099166375,-0.3194261754561074,0.9968267291811924,-0.012837905964921181,CSI1000,中证1000,Risk Score
2018-01-25,1.3101468497614008,0.8500362222576232,0.85,0.25973416666435944,0.00012986708333217973,0.19816503321058646,-0.0010744702132419182,-0.320157431758492,0.9957556685529239,-0.013898582230603362,CSI1000,中证1000,Risk Score
2018-01-26,1.3091032280600032,0.8502304397444825,0.85,0.0004105509164107346,2.052754582053673e-07,0.0003140945362605712,-0.0007965684927515593,-0.32069897292838445,0.9949624809608758,-0.014684079550656093,CSI1000,中证1000,Risk Score
2018-01-29,1.2987600722063206,0.6474710126530864,0.65,0.2619177171244358,0.0001309588585622179,0.20016353194249198,-0.007900947482201603,-0.32606609466788283,0.987101334652043,-0.022469008891503495,CSI1000,中证1000,Risk Score
2018-01-30,1.2966790215341266,0.6499867989873513,0.65,0.003993801147815779,1.9969005739078895e-06,0.003079893235572059,-0.0016023365028913217,-0.32714596356493264,0.9855196661514772,-0.024035342481264155,CSI1000,中证1000,Risk Score
2018-01-31,1.2767448994772712,0.6459275333918845,0.65,0.0017936623946636088,8.968311973318044e-07,0.0013887101115510724,-0.015373212434077188,-0.3374898916041752,0.9703690629657699,-0.039039054489451,CSI1000,中证1000,Risk Score
2018-02-01,1.2544490751353252,0.3903696773237489,0.4,0.31284640186935997,0.00015642320093468,0.24539968250854421,-0.017463022057949362,-0.34905932024070596,0.9534234866148469,-0.055820336677729676,CSI1000,中证1000,Risk Score
2018-02-02,1.253117766509547,0.40124249791504063,0.4,0.01442931610408138,7.21465805204069e-06,0.011538516269824469,-0.0010612695661915694,-0.34975014377353053,0.9524116472848103,-0.056822365819430565,CSI1000,中证1000,Risk Score
2018-02-05,1.2511192714263313,0.4021938390707743,0.4,0.002385662346421402,1.192831173210701e-06,0.0019138171124422447,-0.001594818249830099,-0.35078717411118987,0.9508927238083699,-0.058326562723253206,CSI1000,中证1000,Risk Score
2018-02-06,1.2261885560535533,0.3919402530811717,0.4,0.0023297405769694413,1.1648702884847206e-06,0.0018747986094495653,-0.01992672956300634,-0.36372386252151123,0.93194454165761,-0.0770910346445336,CSI1000,中证1000,Risk Score
2018-02-07,1.2273367836993028,0.39697635357069283,0.4,0.005480060335348147,2.7400301676740733e-06,0.004442596700897207,0.0009364201289279173,-0.36312804073882,0.9328172332854626,-0.07622680411220673,CSI1000,中证1000,Risk Score
2018-02-08,1.2337315703354266,0.4037456832395274,0.4,0.00449308162618367,2.246540813091835e-06,0.003664730293451411,0.005210294941906168,-0.3598097499908396,0.9376774861977727,-0.07141367330220416,CSI1000,中证1000,Risk Score
2018-02-09,1.2207040986011573,0.1987765090961175,0.2,0.242560304858151,0.00012128015242907551,0.19837721573833755,-0.01055940534189903,-0.36656977833661797,0.9277761695410375,-0.08121899272075128,CSI1000,中证1000,Risk Score
2018-02-12,1.2267632117639353,0.20339112353915395,0.2,0.0008059324688945158,4.0296623444725787e-07,0.0006597548255389531,0.004963621544092023,-0.3634256704416906,0.9323812993242665,-0.07665851151871739,CSI1000,中证1000,Risk Score
2018-02-13,1.227284153207624,0.1996698011602165,0.2,0.004984598862236761,2.4922994311183805e-06,0.004059801203750334,0.0004246471027931076,-0.3631553509969313,0.9327772323417229,-0.07626641723074523,CSI1000,中证1000,Risk Score
2018-02-14,1.227842781018975,0.2003674636726031,0.2,0.0004093285078316522,2.046642539158261e-07,0.0003335252134023474,0.000455173978977097,-0.3628654758840544,0.9332018082660671,-0.0758459577403614,CSI1000,中证1000,Risk Score
2018-02-22,1.2324180653913817,0.2019785978647524,0.2,0.0016737922590817356,8.368961295408678e-07,0.0013615029221855969,0.0037262786760123845,-0.36049133509308984,0.9366791782646252,-0.07240230223933863,CSI1000,中证1000,Risk Score
2018-02-23,1.233148173183476,0.20048126269110148,0.2,0.002430292924450239,1.2151464622251195e-06,0.001971987529071704,0.000592418930391414,-0.3601124780538496,0.9372340847415327,-0.07185277580339766,CSI1000,中证1000,Risk Score
